buyerRate,productRate,rating
A3R9H6OKZHHRJD,9790794231,4
A35QGS8D3I65NL,9790794231,5
AYOU772H9HUOX,9790794231,5
A2KKVMKCXZNAKP,9790794231,5
A21O2AMH2MD2NU,9790794231,5
A2II54B3VA45LN,9790794231,2
A2W0O92FZFHJOJ,9790794231,4
A2UW0P0WEG9JUP,9790794231,3
ARXL1MF07FKY3,9790794231,5
A13MFKIJ4TDIYR,9790794258,4
A36WH4EDZVPTV5,9790794282,5
AAOVV3X1R8MAX,9790794363,5
A26YF0W7UWO36,9790794495,5
ASLNW5TPXJ6M6,9790794495,3
A1LRHR54H2HNZ5,9790794495,5
A27SHILHXXM850,9790794495,4
A56SD4953MNE7,9790794495,5
A38JXGI57WX6AV,9790794509,5
ACBH8UDYHTSWE,9790794509,4
AYKUBMMJ56IDO,9790794509,5
A28QVC3RK6K1BM,9790794509,5
A36JVL59KG2HH1,9790794509,5
A1S60K49L4ZXSO,9790794509,5
A3JBZQCVY7ODVL,9790794509,3
A2FS3KPY657OKL,9790794509,5
A37APQOUBHLLXK,9790794509,5
A3JMZJRHER71PY,9790794509,5
AODE6ES269D6Q,9790794509,5
A27S9YMNN6RMGK,9790794509,5
A1CJCWROJKLNNW,9790794509,5
A2WMS12BONNA85,979079455X,5
A1WYYIIARL71VP,9790794614,5
A1M5CS3OJJYR1,9790794665,5
A1ZN3JNW7QDAYX,9790794665,1
A3KIVDNNZCPVI5,9790794800,4
ASSSKDII6IPL0,9790794827,3
A37TXLBI53UU72,9790794843,5
AWEQQECZ6ZBHI,9790794843,5
AB363ARR1ANOT,9790794851,5
A329Q47ONZPEKK,9790794851,5
A3DS7L10K3I9L0,9790794851,1
APLY9H6HSDCKW,9790794991,4
A1D16VVFX7MDKA,9790794991,3
A54FAFD3VWDEF,9790795076,5
A1CBC0PM0UP2JO,9790795084,5
AOVBDQVIXDW2E,9790795114,4
A5NVFPP4D82BK,9790795157,3
ADGYHOV058U6V,9790795157,5
A3RS1I72ULUVFC,9790795351,5
A3N5L80QA6SDZ2,9790795416,5
A2F4RURTFWMCCP,9790795416,3
A1QRNVU4FEYIDH,9790795424,5
A1EGCED01USBA9,9790795602,5
A281VHR3ZR99C8,9790795602,5
A83A82072YZNJ,9790795661,1
A3ECZXZNL7BC5,9790795661,5
A2Y6VNNRDPGZT9,979079567X,1
A2WSLBI6HGSKPF,979079570X,4
APX9VVN0JLYX3,9790795823,5
ARVJBPIHRVL26,9790795823,5
A4RL6XMNONZ6U,9790795823,5
A8BFHJQ2MOURP,9790796234,2
A22WBGGMTFBEY2,9790796234,5
AR93Q5VWD8MWS,9790796293,1
A3GU3CXHONZJQ6,979079634X,5
A1A6TQTZBQN2WH,979079651X,5
A5IVS1Y27U35F,9790796609,1
A2B5ENMGBE1ZY0,9790796609,5
A15MHJIC1ZHMA1,9790796609,5
A3BR7XMM9W3SXK,9790796684,5
A1MJ8M4U5RK39I,9790796722,1
A3GUJ77ZNOGF4X,9790796943,5
A35RMU1VDEJRAZ,9790796943,3
A18MA2KOOVU5WL,9790797079,5
A2KPWECAA4894Q,9790797397,5
A2ZZRM68X3NR1E,9790797567,5
A1QJCZXYH1OQPX,9790797567,5
A1VIHU2VN5HJLP,9790797567,3
AGQYTDWVMRTJF,9790797567,5
AASYBLH38I3ZV,9790797567,5
AWD27C3LPPZ38,9790797567,3
A2O6ZDH046MS2X,9790797710,1
A1VAHF5ZB23ZW0,9790797710,5
A21PGFXC7W3UNU,9790797710,5
A35SMP7OI946KM,9790797818,5
A2AB7H5XLA9DOU,9790797885,5
A1AIMY9X24I21F,9790798075,4
A1FED0XVJWSY8R,9790798075,3
A7E3FDY3R7GTO,9790798075,1
A2ZBGN70BC8QKZ,9790798075,2
A3DCX3T7X7TXUL,9790798075,5
ATYY8YPS540TF,9790798075,5
ANOT0CH42XV9J,9790798075,5
A3IC9E9SSEZ7Y0,9790798075,2
A1I9MSTNW6SKSH,9790798075,5
A10O81F46GWKSR,9790798075,5
A1QUYC7ECWM4PQ,9790798075,5
A1594KE3TL0K20,9790798075,5
A35ID2TBM9HU5V,9790798075,3
AVVIR2104Q52A,9790798075,5
A2LH6EK99MMGHX,9790798075,5
A1A2CH1P5JIWY2,9790798075,5
A3CKFOHWL3SDP7,9790798075,5
A2Q4B1O2DRDXL4,9790798075,5
A6Q85ZRASFTKX,9790798075,5
A1AA39TTTQPYEH,9790798075,4
A3EEQ8CMULWZ8S,9790798075,1
A38L4N6J3Z6SRH,9790798261,5
A1W9UG7WASEGKQ,9790798288,5
A380WS6HLKNWVU,979079830X,5
AGLNWHXPL7SB7,979079830X,4
A15VOHCNKUVINS,979079830X,5
A1FDVJSVBNN8VY,979079830X,3
A2FRBJKIXR2TYO,979079830X,5
AFZZT3IKY35IW,9790798326,5
A2PH5VIDM6F7W5,9790798326,1
ADFW3FGCFI7C7,9790798326,5
A86GTS35R5YGG,9790798326,5
A27ZTNAOOODGSZ,9790798393,5
A1U565NS3DEH6O,9790798393,5
A1ZA2JXZ6DV88Y,9790798512,5
A1ZL0FWKHWH678,9790798512,3
A250Y5ZF31QQTE,9790798512,5
AOD5GPJXQ7ZI8,9790798512,1
ANNLH6U8XJ7DU,979079858X,5
A15XLPZ298EZVK,979079858X,5
AMPR3RZ72966I,979079858X,5
A17RSO6OX1PYZU,979079858X,5
A36RO7NCM6IUGB,9790798695,5
A2MFZ8PU2WZ6SK,9790798695,5
A3FA2NBY9PWKLO,9790798695,5
A3HCXW5IOHAF0B,9790798695,5
A1EJMN9YOAXNGW,9790798695,5
A5XMRIVBSZFE3,9790798695,5
A14VKULJR6A6X5,9790798695,5
A2IBM98MY085IM,9790798695,5
A1I0W4XC5W6Z75,9790798695,5
A273OAELYXZHCK,9790798695,5
A3PYMW0LCZUJR6,9790798695,1
A304UETXY9HZ8V,9790798695,5
A1AAM8PM13A4OV,9790798695,5
A283199ZEELHIE,9790798873,5
A3894GE1GCJUJ0,9790798873,5
A3EE2HA5IOXG04,9790798881,5
A1UO6L3L6K26NI,9790798881,5
A1XOABJMEFOK8T,9790798881,5
A21L9YXQY421EB,9790798881,5
A1RIJ4VZZL0JA5,9790798881,5
A349EMMQC26JAP,9790798881,5
A1NO65KN00ASZ3,9790798881,5
A3IMBPNQYEZUWC,9790798881,4
AW2CY29P0QOAD,9790798881,5
A3IQ4VYQ35WNAA,9790798881,2
A2SJ1MQFW3DECN,9790798881,1
ASZ1994J5YW7C,9790798881,4
A1VB04U30PUQTT,9790798881,5
ASUFZ7OCKDM4H,9790798881,5
ADVBXVZ1BZBW1,9790798881,5
ASQGW7OZH7S6A,9790798881,5
A1YPK8J65HEM67,9790798911,1
A3OI4E0C9UJI18,9790798911,5
A8MG8XXX2G4OY,9790798911,3
A1TP6LBH2EW6M3,9790798911,5
A3O4P77WPO07GG,9790798911,5
A2PDFFYCNHH7BZ,9790798911,1
A1FP9BC495YYV7,9790798911,5
A3NKL9R513KQ12,9790798911,5
A24XCELL76SVYM,9790798911,1
A37CBWUK92BK50,9790798911,5
A37J12KIM4LVMN,9790798911,1
A5J34O71LRG5O,9790798911,3
A1JUJ0FKHIMV4V,9790798911,1
A2TTH5I5F1MNM3,9790798911,3
AX6CVBIGKX8YO,9790798911,5
A2BVB4DF25R1N8,9790798911,5
AVDHYVN31D150,9790798911,5
A2GLTXCB38XXEV,9790798911,1
A1M371R7DDZXGO,9790798911,1
A29JLYMCUIQMSQ,9790798911,1
ACRXU5H2263E1,9790798911,5
A1131HW6EM02VV,9790798954,5
AXVKKGBHZIDAA,9790798954,5
APPD5SGXMGNMO,9790798962,5
A1TGM1ULKUXBQI,9790798962,2
A23810YAXUU5II,9790799020,5
A18Z36MYLCE66K,9790799020,4
A11ONQGN02U7TO,9790799055,2
AUWAKNW91XH91,9790799055,5
A1X4DJLTHWAH6M,9790799136,1
AD98QLBGS04GD,9790799233,5
AELPOZS16OJHD,9790799349,1
A2GNEQ77K05ANJ,9790799365,4
A26AE530ZW51YY,9790799365,5
A1BKHBEHSS9NOG,9790799365,5
A1G4TPG6O2XWHF,9790799365,5
AOCWM1T0UVKK0,9790799365,5
A27JHZ3V0NYS2C,9790799365,5
A1CT0CDD30XE9A,9790799365,5
A3U9STFCW2F7UB,9790799365,5
AGHUC7XGWH8VL,9790799365,5
A16N0YPQTZBNV1,9790799365,3
ARSM768JWDFLY,9790799365,5
A26NMR5AI4B2QP,9790799365,5
A3AC4W3BZ1W95O,9790799365,5
A3UUBPOB2CP7VB,9790799365,5
A3E37UGA9MMMBH,9790799551,4
A3OC59LSWZMS2S,9790799659,5
AVG0N5WL6T81,9790799659,1
A2BTJQOO5IE5YS,9790799659,5
A2Y9YD34EAI4AW,9790799659,5
ADSHN2W47QGA0,9790799659,5
A1OVD6VCG9NN35,9790799705,1
A4IFC00P92F96,9790799764,5
A1ZRZGXA5OBPRP,9790799764,5
A1UVVBY9KCOEM9,9790799780,1
ASC3KCIUJOVKB,9790799799,5
A1T9KH7IROAYYX,9790799829,1
A2V9W5R8W1YDFM,9790799829,1
AMI1FXOPTZURJ,9790799829,1
ABJ2TMUJUHA4X,9790799829,1
A2E7PMHB9LLTZP,9790799829,1
A15O7PM5H7FLXE,9790799829,5
A3PBVKRB5NLM41,9790799829,5
A2B4BXTDCNJJBG,9790799829,1
A1ZLYIIL3I6RWD,9790799829,5
AG100XE65TCF7,9790799829,1
A3IKPRZYAEL0UG,9790799829,5
A1LEJV5QYCDGWC,9790799829,4
A1OWPVVWZNFJY,9790799829,3
A2HDJJ26IH96AJ,9790799829,5
A2TSWGTJMZCJG4,9790799829,4
A7VESLRFT4GOR,9790799829,1
A1YIA7GG9L7AA4,9790799829,5
A237SSH93EWQ45,9790799829,1
A2Y2SW9D451C99,9790799829,1
A3C1ULVI4R5VAP,9790799829,1
A1XO9TVN1GUEO0,9790799829,1
A2BS7HJ54KVS1M,9790799829,1
A36M090NGZO9XZ,9790799829,1
A4MH5W3EZLY8V,9790799829,1
ABHJOSSFOFJDZ,9790799829,5
A2GMD5I8PXY627,9790799829,1
AOX2ME6B9XU9X,9790799829,5
A2GYKN6OHO7WX1,9790799829,1
A2OKYWL1GHZ5YM,9790799829,5
ARZH4CQC8D5BQ,9790799829,1
A2IH0O5X0TWT5J,9790799829,1
A203PDAICC4TI0,9790799829,1
A335LBB78UEO0B,9790799829,1
A1QH515KI6S5O,9790799829,1
A3DIYYAEH2UELK,9790799829,3
A3DIHWXO0RYTWA,9790799829,1
A1FI78GTTLX1C5,9790799829,5
A2HR3NGRA4LUX1,9790799829,5
A16P93CTOKUTR,9790799829,5
A1K1RJZ1KSNK4U,9790799829,5
A6733E9MG828G,9790799829,5
A1VNB4E4OJPJCR,9790799829,2
A38EJ2PBI23PBC,9790799829,5
A1K0EKLQXARSEC,9790799829,2
A2AZ3I92WAF70D,9790799829,1
A2JEOSZW5UEE0Z,9790799829,4
AVU2TNP1P4S4U,9790799829,1
ANWTJ4L6SH881,9790799829,4
A2L18X0IFURZ9U,9790799829,1
A3A84BUC6EXCON,9790799829,5
A26SR0NENERI0C,9790800126,5
A13D98Q9RMUMEL,9790800525,2
A25INTWYNEC0ZM,9790800568,5
A11TED1UCBPF3P,9790800568,5
AX73CNIROU5F3,9790800568,2
A2LOXBPQHM8ZSF,9790800568,5
A3FWBRZQB3EK0N,9790800568,5
A2Y2WHZZ33II3M,9790800568,5
A3J4WPS2D920X6,9790800568,2
A2UZYMC3WTN9XT,9790800568,5
A1WWEN9HY0Q2KV,9790800568,5
A3SSG5TJ7QYBE1,9790800568,5
A1SA0TNKZ9M08O,9790800568,5
A1JDUQEKQQU8AV,9790800851,2
A3CAKE6WU8XETG,9790800851,5
A390VT2CKLSSZD,9790800851,5
A31F9FSLHHN16T,9790800916,5
A15SQDXX0VZPY2,9790801076,5
ATT13TASHHZFN,9790801076,5
ATXXE747ABP9S,9790801076,5
A16SS52VCNHOKK,9790801076,1
AAQPPWPSQ1PF1,9790801076,5
A2XYVQ99GSF46B,9790801084,5
A1WOXR3ZK5NLW5,9790801084,1
A2RCYIEI3LYHFX,9790801084,5
A3CI2CUUPM67MU,9790801106,5
A3EY0L5NNRT2UP,9790801106,5
A3FI07A7ACAEEV,9790801149,4
A1NFQVZFI9W737,9790801149,5
A2TUCK71FKKQ82,9790801211,1
AQSU6XCSD7TPV,9790801211,5
A2JV2XY4F4PKYP,9790801211,5
A1ETVZ8YBKAYDI,9790801211,5
A3VYH4I7KUUXYP,9790801297,5
A33ZBWGN7FZM0E,9790801297,5
A1IP3GVQWECB6M,9790801297,3
AJD6V61K4XYHO,9790801297,3
A3OYMA24OCUXY7,9790801483,4
A2GWFNKXW7REGE,9790801491,1
A21F014T3J5S1Y,9790801505,5
A2BVBPCQ44YU0B,9790801505,5
A1ZQVG4DBW871B,979080153X,5
AUKR6LPQHKJWO,9790801556,5
AEYR5WBNUITRZ,9790801637,5
A3T1648FMZ67O3,9790801645,5
A3PCEU7X8M5NJI,9790801645,5
A1VX90JLK99DE5,9790801645,5
A3U8UEQFFCTBH9,9790801645,5
A3IR36XAR1CR5U,9790801645,5
A3UFG79R9YJ0CG,9790801645,5
A1QDSET9J4XII3,9790801645,5
A24254HJD01H1N,9790801645,5
A3U00D7KM84YD6,9790801645,5
AV6823XS14U41,9832114276,2
A32E0SCKOUXRBJ,9839215019,2
A1PV8JJ5KBXGID,9839215019,5
A24S79XZJY25KZ,9839215019,5
A2GYPJKQWX5UCX,9839215019,3
A1THR6QF878XV8,9839215019,5
AYP5XVEDEJ35L,9839215019,1
A3K3Y6Y2X8J3OK,9839215019,1
A391L6RTUX3613,9839215019,1
A3PPJ570YICXAM,9839215019,4
AKGSL1B7A70WW,9839215027,5
A1ZUTY9WV26Q74,9839215051,5
A2DGQFDSZMFJRO,9839215051,5
AS16HHUGL6N5Y,9866010503,3
A223PHG88KHQ6C,9866379841,5
A1H39W8RVKHWY9,9879870743,5
A1VKGFENBUEFE7,9879870743,3
A9ZJUGT7WFO0L,9879870743,5
ALU5VHLUOEETY,9879870743,4
A3EEV0HQ8WC1J6,9879870743,5
A2EGBFPY941PAB,9879870743,5
A1MKSJVR27CTJC,9879870743,3
A1TGR0Z52X7OSA,987987076X,5
A1C8X1EQLXQDHS,987987076X,5
A3F08TKF5W90IV,987987076X,5
A338YZ9Q73IH0Z,987987076X,5
A3V2UMFD5VEMRJ,987987076X,5
A3LYGQHBMBA5GF,987987076X,5
A15WS86ZIPOMVG,987987076X,5
A2FC1XE0YQ38I1,9895514042,5
A2LAZHBNMJW82S,9896009651,5
ABHQ2FEGHFXX9,9896009651,5
AEMUMWECPVIBA,9896009651,5
AXA0GWU06CHOD,9896009651,5
A2K54JRUO8C9O9,9896009651,3
ADBG5W5YBS7UF,9896009651,5
A3330TVKUV7DUE,9896009651,5
A3OV3IJP056EQV,9944260118,5
A3SWDIV1HDWL4J,9944260118,1
A22BS1G9IOXKLL,9944260118,2
A14YC8O0N4EQGP,9944260118,4
A2E9TRM8096BXU,9944260118,5
AERMQTIRK64HH,9944260118,5
AOHNHGYPVZE71,9944260118,5
A196MI4L36C6XE,9944260118,5
A3CE08I36XFPJV,9944260118,1
A3JXKRYKMLH7RR,9944260118,4
A3AACI6O9HQ8HH,9944260630,2
A3VNTS7ZT6OVNR,9944260630,3
AERMQTIRK64HH,9944260630,5
A3HFEYT1MQ3ISX,B000000VP5,5
A3SWBYK8FVSC3Y,B000000VP5,4
A1PIEI9OZ2V44X,B000000Z3C,5
A2TQZIM6Z2C8HY,B000000Z3C,5
AQ6J4B5WLGRJ5,B0000014DT,5
A3B0RDKGPOHS3H,B0000014DT,5
AUAZWQ8DULN43,B0000014DT,4
A8N5JHX409RBX,B0000014DT,5
A249U4UL1B73H4,B000001H8T,5
A1TVGEIDB9UKGM,B000001H8T,1
A1263PWBSG31DG,B000001K4R,1
A1YZWN3RF31KH5,B000001SH8,4
A94WMDYX093LJ,B000001SH8,5
A1YS5QST2JD5RQ,B0000020TR,2
A2LI1C63JDD2VO,B0000020TR,5
AUJTWBAEKKIWN,B0000020TR,2
A3J6V6FWETLBDU,B0000020TR,2
A3QYNBLW04575V,B0000020TR,3
AGR1ZT8B8NOLF,B0000020TR,5
A10KCGSDJJAVRO,B0000020TR,2
A1S5CVH4PZK2YT,B0000020TR,4
A36VYOTB0SJ5RP,B0000020TR,5
A393406BCC7A4Y,B0000020TR,4
A3941IZ7T3VAED,B0000020TR,5
A2QYBFVQK59GWG,B0000020TR,5
A3EST3HBIWESET,B0000020TR,4
AQ97CPL3HC77S,B0000020TR,5
A3MSBMHPF1T1O4,B0000020TR,5
A301UTEZ0VBPNB,B0000020TR,3
A1UHVVGXETGO34,B0000020TR,4
AB2AQMK9PCWWX,B0000020TR,5
A1CT3VC2YHL2NC,B00000270K,3
A1MQPSRAA0RIRJ,B00000270K,3
A32XEUYZ59YG06,B00000374R,4
AFPD1P8MVBM8F,B00000374R,3
A1GLXVNFP4E64D,B00000374R,4
A2LDTL8GJVGKLO,B000005A4M,5
A1VH71D7N9GHVN,B000005A4M,4
AX5U3ZYF5SVVU,B000005G46,5
AI6S5L1B43QBB,B000005G46,5
A1TZ3F0DM42CPB,B000005G46,5
A2GAF1MI7YTLXD,B000005J5M,4
A2PZE7Y78N90L,B000005J5M,5
A208N6V84IQTPA,B000005J5M,5
AI49LVQ6240EZ,B000005J5M,5
A3UMKGUYW0MKBI,B000005J5M,4
A3DQZI4JLFIPEY,B000005J9Q,5
A27ZIX4Y4A8M65,B000005J9Q,4
AUHINW7C05DFR,B000005L8T,5
A181JUH50DM5GR,B000005L8T,5
A2P2FWJLXW6G1T,B000005L8T,5
A2HV0FOIFHE4AA,B000005L8T,5
A3E68EBGXTWDNP,B000005L8T,5
A1CABOE8ASKDU9,B000005L8T,5
A2VF5FYSCYJOGZ,B000005L8T,4
A23S7AYIE01CUL,B000005L8T,5
A3HTU9WJONTPNI,B000005L8T,5
A4TD1JFG2AK9V,B000005L8T,5
A10K241CYC03HH,B000005L8T,5
AV93SQHNZ0UNW,B000005LJT,5
A2M4YJ7ANBGYKD,B000005SIP,4
AQ4B80F0JSBNI,B000005Z5L,5
A3RVH6HRC82VR6,B000005Z5L,5
AXUC3MVPBT57K,B000005Z5L,5
A23L2BR07AOBG1,B0000065GY,5
A2BZMRN7AWZA3G,B000006A6H,4
A3A2YCJWW7P7D3,B000006A6H,5
ARBQ1J67023DD,B000006A6H,5
A2SV0RCIMHUFHL,B000006A6H,5
A3LR8SZY00IW9Z,B000006A6H,5
A30AYWMR8P9GO4,B000006J86,5
A3PGGPL7FM9F81,B00000744O,5
A3U3PA6J2XOVFK,B00000744O,5
A2WNY1XO0RSC2X,B00000744O,4
A36AH31X84FIC8,B000007T5X,5
A2VF5FYSCYJOGZ,B000007X34,4
A1GFRCL806E7L2,B000007XHG,4
A172LJIM01ZJO1,B000007XHG,5
AY9IMIEHMF3CG,B000007XHG,5
A3DDSAGWD0UN9H,B000009LPL,3
A3MXLQNVS9G66L,B00000G2HU,5
A16MU2W02NG8A6,B00000G2HU,5
A37MN3E24VWHX0,B00000IAI4,5
A2V44GIL7PGVRC,B00000IAI4,5
A18XELRYWMR80B,B00000IAI4,5
A19OEC82RDPX99,B00000IAI4,5
A3QRSUY72OEMXB,B00000IR6P,5
AXB07WEBGFB4C,B00000IR6P,5
APKT1Y7SKBDGB,B00000IR6P,5
A1SB013WAVCZLL,B00000IR6P,5
A3F4XIQP0PC4UU,B00000IR6P,5
A3OUVL8UBWGZ0Q,B00000JGVX,1
A3C0SJR9CCOHJO,B00000JGVX,2
A1MDBICM8D9T3B,B00000JGVX,4
A1B3M9FMMDZSQZ,B00000JGVX,5
AOO5ZBL9DSVUT,B00000JGVX,4
A3LC0XH2OM92HR,B00000JGVX,4
A31XASR7U1AOSM,B00000JGVX,4
A3M174IC0VXOS2,B00000JGVX,4
A17MY68G90TLEY,B00000JGVX,1
A3OQV8UQDM4GYC,B00000JGVX,1
A3LKWOSKZOMSKQ,B00000JGVX,3
AZUOLPXIGPG5O,B00000JGVX,1
A186E46WCHSJXS,B00000JGVX,2
A3HGSHD8XRG7I2,B00000JGVX,1
A2QMEMRZP5ZMWP,B00000JGVX,1
A1KO1YF1D7VO0O,B00000JGVX,4
A10MHZ7NHBNXT3,B00000JGVX,1
AV02T9FOCEYYM,B00000JGVX,5
A37EIXF2AEH0KV,B00000JGVX,1
A3CGGPIYAMJ1B4,B00000JGVX,1
A65WW4NBN7J9R,B00000JGVX,5
A32EIKHM0DF874,B00000JGVX,5
A3V86D8SKBOU5H,B00000JGVX,5
AP80U3FNXD3X5,B00000JGVX,1
A2TENXNSZ2KKK7,B00000JGVX,5
A29LEQ3L7XN2BF,B00000JGVX,1
A2CSGBSGEGGJF7,B00000JGVX,1
A34ATC8G5DSYVA,B00000JGVY,4
AF929U2N3LQPQ,B00000JK0Q,5
A2GWEIZLH6MH35,B00001ZTKL,5
A2SL4AM771KUDI,B00001ZTKL,4
A3IZ76DR8PNWE9,B00001ZTKL,5
A3L3TVJ1L22TRO,B00001ZTKL,5
A7SFWNMPMCW4Z,B00001ZTKL,4
A1BBP9YRYW7PW7,B00001ZTL0,5
A3GTBYX0HUSBDL,B00001ZTL0,2
A1KWFEUYY3MJM5,B000023YFO,4
AZWTXHXZXFAYP,B000023YFO,5
A1JW3EMSGJA9FH,B000024BMM,5
A1JZ0Q4YF1EA12,B000024L6H,5
A2BLTCGU0GOVUR,B000024L6H,4
A2VWJJWGO3AVIR,B000024L6H,5
A2YUY2QC0IHQDJ,B000024M5R,5
A3HU0B9XUEVHIM,B000024M5R,3
A3VBVES8IYR5ZJ,B000024M5R,5
A3K51Z8GYTWAEE,B000024M5R,3
A316T6G5D8ZHGH,B000024M5R,3
AKRX88EIKCHXU,B000024M5R,5
A2UODSDEEQZNI3,B000024M5R,3
A3SS0AKYF0VEQ4,B000024M5R,4
A2Y21H0032YGU3,B000024M5R,1
A11AKQFAO9G480,B000024M5R,5
A3K2EEXCDQKN5Y,B000024M5R,4
A1UF2K0AQYH430,B000024M5R,4
A319Y60NW7HS77,B000024M5R,5
A31U2QT7SAL7K,B000024M5R,3
A38U2M9OAEJAXJ,B000024M5R,2
ATXSYDHOILQ47,B000024M5R,5
A2I3EO5IDNZ47N,B000024Z42,4
A1B0R6BGX4RJZQ,B000024Z42,5
A3QS1EPDZTLPWS,B000024Z42,2
A30AYWMR8P9GO4,B000025034,5
A156MXOF7JB99J,B0000254D3,4
A17Q4CAZOD6VC9,B0000254D3,3
AMMR4UB8Q2EH2,B0000254D3,4
A2OQ8IBWR856Q,B0000254D3,4
A1Q7QE8BI4D50G,B0000254D3,5
A1ION4K43WNIC3,B0000254D3,5
A1ZHXPDD0YF33E,B000025MVI,4
A35QRTOA6YLJXF,B000025RRS,4
A2WGAM5I378YHU,B000025RRS,5
A3PY51HOZOTR9W,B000025RRS,5
A17216MX43G50E,B000026BTH,5
A1K7L9Y7IMKJGO,B000026BTH,5
A2WETFLJM0D6R0,B000026BTH,5
A22S1QH6GDUE1V,B000026BTH,5
A1IB96YC5V1JHO,B000026BTH,5
A7O00S5U9NCMU,B000026BTH,5
A1LM61OL3JWEIA,B000026BTH,5
A2UIXU97JYCPZG,B000026BTH,5
A1WI76267NKAEL,B000026BTH,5
A294PVV990FBTV,B000026G2H,3
A2CS77CAOHQV02,B000027S8A,4
A3E5P7IAWV0T37,B000027U8N,5
A2O8OE08KQ234C,B000027U8N,5
A2RN6SSTBW9148,B000027WL0,3
A3GQRV3U0075RW,B0000280M8,5
A44SU4QNVUE27,B0000280M8,5
A1D4PVZ0QWEAW1,B0000281UM,5
AY06KVFYKQOBS,B00002NBTA,1
A3DBBDHW0PU68U,B00002NBTA,2
A2TKWMX4563NR6,B00002NBTA,5
A3VFT14904CUGV,B00002NBTA,5
A1CBK8E7X6WVAB,B00002R140,1
A2MPB1TQC1JJB9,B00002Z77V,4
A13MTM5EH6TOAD,B00002Z77V,5
A2Y9FMJJFJS5BU,B000031WBK,1
AEV640MKB3I9J,B000031WBK,3
A18IC0L1HS0IGQ,B000031WBK,5
A117WZBATXJQ58,B00003Z9V7,3
A2BQOLU1OH2LEB,B00004S6H9,5
A6FIAB28IS79,B00004S6H9,4
ASM1HMT2FKIL6,B00004S7M6,5
A3HEM1WWXXLOUL,B00004S7M6,4
A3OSEPZ40AHA4U,B00004S7M6,1
A31CWVNVR0IL9A,B00004S7M6,5
A2PUJ3949R1HT4,B00004SASL,5
A7PGRV8LBMHNE,B00004SASL,5
A33GGROUQRQZS,B00004SV5J,3
A12L11Y59Y8Z54,B00004TMFE,5
AT8XDDCSNVTUC,B00004TMFE,3
A4MYIJSQXELKX,B00004TMFE,5
AJM18YFQ7FGVT,B00004TMFE,4
A32Z2HPJI13Y19,B00004TMFE,1
AOLGM1NBBUP12,B00004TMFE,2
AVM6OR01CPJNQ,B00004TMFE,2
A1B4F5FUQHRTCV,B00004TMFE,5
A2C5ZGR9X6R8WP,B00004TMFE,4
A27SADS3XEB5RS,B00004TMFE,1
A1XY755O08NBM0,B00004TMFE,5
ASAKVOT9SBI4P,B00004TMFE,2
A1ISPXMZL1IYSE,B00004TMFE,2
A16NAH39LN211W,B00004TMFE,5
A3W488NZMIW9LD,B00004TMFE,5
A34M18U6T33YDZ,B00004TMFE,5
A1SQZJIRATK95A,B00004TMFE,5
AN2WR1JLFTR1H,B00004TMFE,2
A3O4C1EA1O5SWP,B00004TMFE,2
AY8MX1BFYICXC,B00004TMFE,5
A1UIH6849P0I7M,B00004TMFE,5
A8TWSBLUYJR0U,B00004TMFE,5
AA6W8SL9E452B,B00004TMFE,5
AUJJFBHRFOOL4,B00004TMFE,1
A149N75TZ34CE5,B00004TMFE,1
A3000BO1NNNMFG,B00004TMFE,5
A2036FFQJ5OZMN,B00004TMFE,4
A2AZ7TV5GJ1DWI,B00004TMFE,5
AUJZEJ5KJU6OQ,B00004TMFE,1
A1I5WJT6FAPCTP,B00004TMFE,5
AGTD2VG7OT1DW,B00004TMFE,2
A1EDXQBHPSEB4Z,B00004TMFE,1
A1C7QQRX3801TM,B00004TMFE,5
A3HNG0ULLR1XE3,B00004TMFE,3
A1LO321WCBGT5L,B00004TMFE,1
A3EQ3SRRWKPJ2T,B00004TMFE,5
A2EVBQAN92IEZS,B00004TMFE,1
ATNDGD60R0DCW,B00004TMFE,3
A3N1FSPBNM4M9V,B00004TMFE,2
A3LT093XRZL50O,B00004TMFE,5
AQ2PIEWIJHA5T,B00004TMFE,4
A4Z6911KXSTNR,B00004TMFE,1
A2VOGNBUMXSW13,B00004TMFE,2
APHQQF9BJP75U,B00004TMFE,3
A1N4FNH3CQ4KPV,B00004TMFE,5
A2SPAROS5PSI8X,B00004TMFE,4
A1EFSPUF188P59,B00004TMFE,5
A3UFT6RR1S6DJV,B00004TMFE,5
A1JLX2RHVAIQ3E,B00004TMFE,5
AK8US3KLM035Z,B00004TMFE,3
A22PKZZK5DSONS,B00004TMFE,4
A15NLVC90GEFUI,B00004TMFE,5
A4BRY51ZCZKV8,B00004TMFE,5
AX1567KGMAVLT,B00004TMFE,5
A2JCN0MDP8PODZ,B00004TMFE,5
A1U1ICMAH677G2,B00004TMFE,1
A29UTRQF9WE9VD,B00004TMFE,5
AWK5NF8B04Y02,B00004TMFE,4
A2EC4R7X45QAZ5,B00004TMFE,5
A2F82AIJSDKRPR,B00004TMFE,3
A23PKQ4KAN4AQQ,B00004TMFE,5
A31DGWD9LI42U9,B00004TMFE,5
A2H5MF65C547TZ,B00004TMFE,5
A7JIYPNNQDLB9,B00004TMFE,5
A35JOZRAHO7DJZ,B00004TMFE,4
A2FXSHX21K9Y1I,B00004TMFE,2
AROTTATV0DEXG,B00004TMFE,1
